"IDinventario","Nombre","Fecha y hora","Tipo","Total","Descuento","createdAt","updatedAt"
"13426527","Vasos","2025-03-02 15:22:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"13433052","Mezclas","2025-06-20 14:24:00","SALIDAS","$0.00","$0.00",NULL,NULL
"134cc868","Mezclas","2024-11-17 13:13:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1411b2f3","Gomas","2025-03-13 08:39:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1426dd60","Insumos Cali","2025-01-15 11:01:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"142a923e","Vasos y boli pop","2025-06-26 22:19:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"15402d91","Paletas y oka loca","2025-04-11 15:42:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"186b97c0","Vasos, servilletas","2025-05-17 15:14:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1882f6b6","Mezclas","2025-04-27 13:42:00","SALIDAS","$0.00","$0.00",NULL,NULL
"18b7dc21","Chicle y paleta","2025-01-21 20:54:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1948d9b7","Mezclas","2025-07-23 15:10:00","SALIDAS","$0.00","$0.00",NULL,NULL
"196b574b","Mezclas","2025-12-08 14:30:00","SALIDAS","$0.00","$0.00",NULL,NULL
"199da952","Mezclas","2025-12-17 15:53:00","SALIDAS","$0.00","$0.00",NULL,NULL
"19b428d4","Mezclas","2025-04-16 15:49:00","SALIDAS","$0.00","$0.00",NULL,NULL
"19e335b0","Mezclas","2025-03-28 20:33:00","SALIDAS","$0.00","$0.00",NULL,NULL
"19eae16c","Mezclas","2025-10-25 13:52:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1a47d2b9","Mezclas","2024-11-02 14:41:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1aa21b4c","Mezclas","2025-12-12 17:02:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1b0850be","Mezclas","2026-01-04 17:21:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1b379a3c","Mezclas","2025-12-04 15:24:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1b8f387d","ICOPORES","2025-12-12 09:14:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1c1efa39","Vasos, oka loca, chicles, cintas y demas","2025-03-28 14:15:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1c2a22e4","Mezclas","2025-09-11 13:29:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1c43890f","Mezclas","2025-06-25 12:50:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1cd38b1a","Dulces","2025-07-03 08:18:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1d1e6eea","Vasos y dulces","2025-11-15 07:50:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1e69457b","Mezclas","2024-12-14 11:55:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1e77cd13","Mezclas","2025-06-14 14:24:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1f750b2a","Mezclas","2025-09-13 11:46:00","SALIDAS","$0.00","$0.00",NULL,NULL
"1fc89fe2","Dulces y icopores","2025-11-22 08:18:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"1fed3cc5","Mezclas","2025-01-03 14:22:00","SALIDAS","$0.00","$0.00",NULL,NULL
"20ba9b19","Dulces","2025-02-15 09:09:00","ENTRADAS","$373,300.00","$200.00",NULL,NULL
"21833778","Mezclas","2025-09-14 12:47:00","SALIDAS","$0.00","$0.00",NULL,NULL
"221875d6","Mezclas","2025-06-06 16:40:00","SALIDAS","$0.00","$0.00",NULL,NULL
"225c19d2","Mezclas","2025-02-06 15:28:00","SALIDAS","$0.00","$0.00",NULL,NULL
"228ebf4e","Mezclas","2025-08-18 13:17:00","SALIDAS","$0.00","$0.00",NULL,NULL
"23b30ba2","Mezclas","2025-04-30 15:27:00","SALIDAS","$0.00","$0.00",NULL,NULL
"23e14ed3","Dulces","2025-02-28 23:53:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"2411716e","Dulces","2025-01-29 09:49:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"243c66f7","Mezclas","2025-06-23 13:12:00","SALIDAS","$0.00","$0.00",NULL,NULL
"2461d3e3","Anaconda, chips, paletas","2024-11-23 10:10:00","ENTRADAS","$271,200.00","$200.00",NULL,NULL
"2468ffca","Cintas","2024-12-17 14:57:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"2557063e","Mezclas","2025-06-29 13:23:00","SALIDAS","$0.00","$0.00",NULL,NULL
"2559fd1c","Mezclas","2025-01-16 14:49:00","SALIDAS","$0.00","$0.00",NULL,NULL
"25ab21b1","Mezclas","2025-07-26 11:42:00","SALIDAS","$0.00","$0.00",NULL,NULL
"25c46d3b","Mezclas","2025-04-05 14:42:00","SALIDAS","$0.00","$0.00",NULL,NULL
"25eb3738","Mezclas","2025-12-27 16:12:00","SALIDAS","$0.00","$0.00",NULL,NULL
"2626c409","Mezclas","2024-11-11 12:57:00","SALIDAS","$0.00","$0.00",NULL,NULL
"26b24165","Vasos, cintas, oka loca y bolipop bolsas dulces","2025-05-09 13:46:00","ENTRADAS","$0.00","$0.00",NULL,NULL
"27eea4a5","Mezclas","2025-05-14 15:17:00","SALIDAS","$0.00","$0.00",NULL,NULL
"27fd847d","Mezclas","2025-08-09 09:05:00","SALIDAS","$0.00","$0.00",NULL,NULL
"287bf079","Mezclas","2025-03-22 14:51:00","SALIDAS","$0.00","$0.00",NULL,NULL
