IDorderventas;IDventas;Categoria;Nombre;Cantidad;Precio;Precio total;Estado;Comentarios;Imagen;fecha;SALSA;HELADO;TOPINGS;CategoriaProducto;ImagenUrl;NombreProducto;createdAt;productoId;updatedAt;usuarioId
cmonuayq6000npy5vyax0nec1;cmonuay41000lpy5vco94zqtn;LO MAS VENDIDO;Shot de tequila;1;$5,000.00;$5,000.00;PAGADO;NULL;NULL;2/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/8a734bcd.Image.232649.jpg;Shot de tequila;NULL;8a734bcd;NULL;cmom4whz80000k0qnjs8qb3sc
cmonufkse000rpy5vtqw53fvd;cmonufk6p000ppy5vzr8sjg3y;LO MAS VENDIDO;Shot de tequila;1;$5,000.00;$5,000.00;PAGADO;NULL;NULL;2/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/8a734bcd.Image.232649.jpg;Shot de tequila;NULL;8a734bcd;NULL;cmom4whz80000k0qnjs8qb3sc
cmonuiiju000vpy5v06wzabhq;cmonuihy1000tpy5v9hi2t9ir;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;2/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmonupsn6000zpy5v2ddkkyh8;cmonups17000xpy5vbhtkhp6w;LO MAS VENDIDO;Adicional de gomas;1;$2,000.00;$2,000.00;PAGADO;NULL;NULL;2/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/b5a797f3.Image.183751.jpg;Adicional de gomas;NULL;b5a797f3;NULL;cmom4whz80000k0qnjs8qb3sc
cmonuzoh70003fx0xg8vlm3i2;cmonuznvf0001fx0xx688pgxg;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;2/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmonv00ja0007fx0x6diiwg9d;cmonuzzwv0005fx0x8uue878r;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;2/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmortbe850006bonkt5z6g6ia;cmortbdom0004bonk1hl56msy;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmortg46n000abonkwb6vawkq;cmortg3m50008bonk9cahvp88;LO MAS VENDIDO;Normal 16 Onz;1;$16,000.00;$16,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc11.Image.145620.png;Normal 16 Onz;NULL;9f390fc11;NULL;cmom4whz80000k0qnjs8qb3sc
cmortg4v2000cbonkg0lncf2a;cmortg3m50008bonk9cahvp88;LO MAS VENDIDO;Shot de tequila;1;$5,000.00;$5,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/8a734bcd.Image.232649.jpg;Shot de tequila;NULL;8a734bcd;NULL;cmom4whz80000k0qnjs8qb3sc
cmortg4vj000ebonkp4pkgvhx;cmortg3m50008bonk9cahvp88;CREMOSOS;Cremoso 24 Onz;1;$20,000.00;$20,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;CREMOSOS;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc14.Image.145200.png;Cremoso 24 Onz;NULL;9f390fc14;NULL;cmom4whz80000k0qnjs8qb3sc
cmoru5ow00003pccsmncbipma;cmoru5obl0001pccszs3jcfst;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmoru5p0u0005pccsagr8f9pa;cmoru5obl0001pccszs3jcfst;LO MAS VENDIDO;Normal 16 Onz;1;$16,000.00;$16,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc11.Image.145620.png;Normal 16 Onz;NULL;9f390fc11;NULL;cmom4whz80000k0qnjs8qb3sc
cmoru5plo0007pccsjkwz2tu0;cmoru5obl0001pccszs3jcfst;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;4/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmorvxl360003exieb3n1umax;cmorvxkjk0001exiep95cer5m;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;TOMADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmorvxmkf0005exie9o2nya4v;cmorvxkjk0001exiep95cer5m;LO MAS VENDIDO;Tapas domicilio;1;$1,000.00;$1,000.00;TOMADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/e852ea91.Image.183922.jpg;Tapas domicilio;NULL;e852ea91;NULL;cmom4whz80000k0qnjs8qb3sc
cmorxlcy40009exies4sf4qb4;cmorxlcdc0007exiee4pvacte;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmorxld2s000bexievv374hpo;cmorxlcdc0007exiee4pvacte;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmos0eoeo000fexie2yy791z1;cmos0enuy000dexiejdh3kxbx;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos0yto9000jexiejlh6monq;cmos0yt4n000hexie6d7v92yf;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos11mtf000314mhorna6blm;cmos11m9j000114mhv3i4yp0p;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos11nhz000514mhu175jk8s;cmos11m9j000114mhv3i4yp0p;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmos12y2w000914mhanu6cddu;cmos12xj8000714mhjmoy0obl;LO MAS VENDIDO;Shot de tequila;1;$5,000.00;$5,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/8a734bcd.Image.232649.jpg;Shot de tequila;NULL;8a734bcd;NULL;cmom4whz80000k0qnjs8qb3sc
cmos12y7r000b14mhzebb70ni;cmos12xj8000714mhjmoy0obl;LO MAS VENDIDO;Normal 12 Onz Con licor;4;$12,000.00;$48,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos12yqz000d14mh1ee7n7c8;cmos12xj8000714mhjmoy0obl;LO MAS VENDIDO;Tapas domicilio;1;$1,000.00;$1,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/e852ea91.Image.183922.jpg;Tapas domicilio;NULL;e852ea91;NULL;cmom4whz80000k0qnjs8qb3sc
cmos15hkz000h14mhbh8b3wfj;cmos15h1u000f14mhk85a4fpt;LO MAS VENDIDO;Normal 12 Onz Con licor;5;$12,000.00;$60,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1dugr000l14mhzmrvdllq;cmos1dtxp000j14mhnoipzs34;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1ijv3000p14mh5mbtn0cv;cmos1ijbo000n14mhjn7jyl6m;LO MAS VENDIDO;Normal 24 Onz;3;$20,000.00;$60,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc12.Image.145116.png;Normal 24 Onz;NULL;9f390fc12;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1ijzt000r14mhb9613dgy;cmos1ijbo000n14mhjn7jyl6m;LO MAS VENDIDO;Normal 12 Onz Con licor;2;$12,000.00;$24,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1ikjd000t14mh2dcju7uo;cmos1ijbo000n14mhjn7jyl6m;LO MAS VENDIDO;Normal 12 Onz Sin licor;2;$8,000.00;$16,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1s3fo000y14mhiy81r6h4;cmos1s2wc000v14mhb98cbmya;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1s3fo000z14mhelln0uj4;cmos1s2wc000v14mhb98cbmya;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmos1sgfn001314mhx04x5xcm;cmos1sg16001114mhi0i5p6my;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4d0ll0003dpqshx0txbnm;cmot4d0160001dpqs0wa917sq;LO MAS VENDIDO;Normal 12 Onz Sin licor;5;$8,000.00;$40,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4d1a50005dpqs1l29iak5;cmot4d0160001dpqs0wa917sq;LO MAS VENDIDO;Normal 24 Onz;1;$20,000.00;$20,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc12.Image.145116.png;Normal 24 Onz;NULL;9f390fc12;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4d1b10008dpqs8rjl29xb;cmot4d0160001dpqs0wa917sq;LO MAS VENDIDO;Normal 16 Onz;1;$16,000.00;$16,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc11.Image.145620.png;Normal 16 Onz;NULL;9f390fc11;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4d1b10009dpqsg6kcynji;cmot4d0160001dpqs0wa917sq;LO MAS VENDIDO;Normal 12 Onz Con licor;4;$12,000.00;$48,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4rdnz0003sr3qgun7xxt8;cmot4rd420001sr3qaiovtgun;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4rdsz0005sr3qw3lczlqo;cmot4rd420001sr3qaiovtgun;LO MAS VENDIDO;Tapas domicilio;1;$1,000.00;$1,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/e852ea91.Image.183922.jpg;Tapas domicilio;NULL;e852ea91;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4sfof0009sr3q0u8bu9k4;cmot4sf4s0007sr3qkc18zsxu;LO MAS VENDIDO;Tapas domicilio;2;$1,000.00;$2,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/e852ea91.Image.183922.jpg;Tapas domicilio;NULL;e852ea91;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4sft1000bsr3q3vrgex77;cmot4sf4s0007sr3qkc18zsxu;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmot4sh4a000dsr3qv69uk52d;cmot4sf4s0007sr3qkc18zsxu;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmot9rs3q000hsr3qrkpp3cl2;cmot9rrkm000fsr3qlaxn7jkw;LO MAS VENDIDO;Normal 12 Onz Sin licor;1;$8,000.00;$8,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmot9rs8f000ksr3q5oe8laf4;cmot9rrkm000fsr3qlaxn7jkw;LO MAS VENDIDO;Normal 12 Onz Con licor;2;$12,000.00;$26,000.00;PAGADO;"[{""name"":""Perlas explosivas $2.000"",""price"":2000,""quantity"":1}]";NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmot9rs8f000lsr3qj42ua6v0;cmot9rrkm000fsr3qlaxn7jkw;LO MAS VENDIDO;Tapas domicilio;1;$1,000.00;$1,000.00;PAGADO;NULL;NULL;5/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/e852ea91.Image.183922.jpg;Tapas domicilio;NULL;e852ea91;NULL;cmom4whz80000k0qnjs8qb3sc
cmothx5zk000l13hpjy0wr72e;cmothx5av000j13hpd06jgy18;LO MAS VENDIDO;Tapas domicilio;1;$1,000.00;$1,000.00;PAGADO;NULL;NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;PRODUCTOS_Images/e852ea91.Image.183922.jpg;Tapas domicilio;NULL;e852ea91;NULL;cmom4whz80000k0qnjs8qb3sc
cmothx64i000n13hpkgwfl4c9;cmothx5av000j13hpd06jgy18;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmothxy9m000r13hpwm40y0za;cmothxxut000p13hpra4vi81x;LO MAS VENDIDO;Normal 12 Onz Sin licor;3;$8,000.00;$24,000.00;PAGADO;NULL;NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc16.Image.145450.png;Normal 12 Onz Sin licor;NULL;9f390fc16;NULL;cmom4whz80000k0qnjs8qb3sc
cmothyf2m000v13hpmbktxbrm;cmothyeio000t13hp7v63foe8;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$12,000.00;PAGADO;NULL;NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmothyf7l000x13hprba5cv1z;cmothyeio000t13hp7v63foe8;LO MAS VENDIDO;Normal 24 Onz;1;$20,000.00;$20,000.00;PAGADO;NULL;NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc12.Image.145116.png;Normal 24 Onz;NULL;9f390fc12;NULL;cmom4whz80000k0qnjs8qb3sc
cmotikpsj001113hphodixo54;cmotikp8n000z13hpfqmcdbia;LO MAS VENDIDO;Normal 12 Onz Con licor;2;$12,000.00;$24,000.00;PAGADO;NULL;NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
cmotixjzi0003rjjrji8xibvu;cmotixjfn0001rjjrg531ufr0;LO MAS VENDIDO;Normal 12 Onz Con licor;1;$12,000.00;$14,000.00;PAGADO;"[{""name"":""Perlas explosivas $2.000"",""price"":2000,""quantity"":1}]";NULL;6/05/2026;NULL;NULL;NULL;LO MAS VENDIDO;https://www.appsheet.com/template/gettablefileurl?appName=QHuboMor-7868274&tableName=PRODUCTOS&fileName=PRODUCTOS_Images/9f390fc10.Image.145058.png;Normal 12 Onz Con licor;NULL;9f390fc10;NULL;cmom4whz80000k0qnjs8qb3sc
